filepath,filename,label,label_id,writer_id,pair_id,extension
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/forgeries_22_13.png,forgeries_22_13.png,forged,1,writer_22,writer_22_sample_13,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/forgeries_22_14.png,forgeries_22_14.png,forged,1,writer_22,writer_22_sample_14,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/forgeries_22_4.png,forgeries_22_4.png,forged,1,writer_22,writer_22_sample_4,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/forgeries_22_7.png,forgeries_22_7.png,forged,1,writer_22,writer_22_sample_7,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/forgeries_22_11.png,forgeries_22_11.png,forged,1,writer_22,writer_22_sample_11,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/original_22_8.png,original_22_8.png,genuine,0,writer_22,writer_22_sample_8,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/forgeries_22_17.png,forgeries_22_17.png,forged,1,writer_22,writer_22_sample_17,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/forgeries_22_16.png,forgeries_22_16.png,forged,1,writer_22,writer_22_sample_16,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/original_22_9.png,original_22_9.png,genuine,0,writer_22,writer_22_sample_9,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/forgeries_22_23.png,forgeries_22_23.png,forged,1,writer_22,writer_22_sample_23,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/forgeries_22_2.png,forgeries_22_2.png,forged,1,writer_22,writer_22_sample_2,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/original_22_19.png,original_22_19.png,genuine,0,writer_22,writer_22_sample_19,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/original_22_12.png,original_22_12.png,genuine,0,writer_22,writer_22_sample_12,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/forgeries_22_10.png,forgeries_22_10.png,forged,1,writer_22,writer_22_sample_10,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/forgeries_22_20.png,forgeries_22_20.png,forged,1,writer_22,writer_22_sample_20,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/forgeries_22_19.png,forgeries_22_19.png,forged,1,writer_22,writer_22_sample_19,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/original_22_2.png,original_22_2.png,genuine,0,writer_22,writer_22_sample_2,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/original_22_5.png,original_22_5.png,genuine,0,writer_22,writer_22_sample_5,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/original_22_22.png,original_22_22.png,genuine,0,writer_22,writer_22_sample_22,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/forgeries_22_3.png,forgeries_22_3.png,forged,1,writer_22,writer_22_sample_3,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/forgeries_46_19.png,forgeries_46_19.png,forged,1,writer_46,writer_46_sample_19,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/original_46_3.png,original_46_3.png,genuine,0,writer_46,writer_46_sample_3,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/forgeries_46_1.png,forgeries_46_1.png,forged,1,writer_46,writer_46_sample_1,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/original_46_5.png,original_46_5.png,genuine,0,writer_46,writer_46_sample_5,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/original_46_14.png,original_46_14.png,genuine,0,writer_46,writer_46_sample_14,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/original_46_15.png,original_46_15.png,genuine,0,writer_46,writer_46_sample_15,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/original_46_1.png,original_46_1.png,genuine,0,writer_46,writer_46_sample_1,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/original_46_24.png,original_46_24.png,genuine,0,writer_46,writer_46_sample_24,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/original_46_9.png,original_46_9.png,genuine,0,writer_46,writer_46_sample_9,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/forgeries_46_5.png,forgeries_46_5.png,forged,1,writer_46,writer_46_sample_5,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/original_46_21.png,original_46_21.png,genuine,0,writer_46,writer_46_sample_21,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/forgeries_46_10.png,forgeries_46_10.png,forged,1,writer_46,writer_46_sample_10,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/forgeries_46_6.png,forgeries_46_6.png,forged,1,writer_46,writer_46_sample_6,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/forgeries_46_4.png,forgeries_46_4.png,forged,1,writer_46,writer_46_sample_4,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/forgeries_46_11.png,forgeries_46_11.png,forged,1,writer_46,writer_46_sample_11,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/forgeries_46_3.png,forgeries_46_3.png,forged,1,writer_46,writer_46_sample_3,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/forgeries_46_21.png,forgeries_46_21.png,forged,1,writer_46,writer_46_sample_21,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/original_46_18.png,original_46_18.png,genuine,0,writer_46,writer_46_sample_18,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/forgeries_46_23.png,forgeries_46_23.png,forged,1,writer_46,writer_46_sample_23,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/original_46_11.png,original_46_11.png,genuine,0,writer_46,writer_46_sample_11,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/forgeries_46_15.png,forgeries_46_15.png,forged,1,writer_46,writer_46_sample_15,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/forgeries_46_20.png,forgeries_46_20.png,forged,1,writer_46,writer_46_sample_20,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/forgeries_46_14.png,forgeries_46_14.png,forged,1,writer_46,writer_46_sample_14,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/original_46_22.png,original_46_22.png,genuine,0,writer_46,writer_46_sample_22,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/original_46_13.png,original_46_13.png,genuine,0,writer_46,writer_46_sample_13,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/original_46_6.png,original_46_6.png,genuine,0,writer_46,writer_46_sample_6,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/forgeries_46_12.png,forgeries_46_12.png,forged,1,writer_46,writer_46_sample_12,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/original_46_10.png,original_46_10.png,genuine,0,writer_46,writer_46_sample_10,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_46/original_46_17.png,original_46_17.png,genuine,0,writer_46,writer_46_sample_17,.png
